,brewery_name,address,brewery_page_url,list_order,page_num
159,Southern Roots Brewing,"219 N 8th St Waco TX 76701, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952769c86f7de9496805,,1
160,Spindletap Brewery,"10622 Hirsch Rd. Houston TX 77016, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5f775a9445a0c0621573707b,,1
161,St. Elmo Brewing Company,"440 E. St. Elmo St., Bldg G-2 Austin TX 78745, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952469c86f7de949677e,,1
162,Steam Theory Brewing Company,"340 Singleton Blvd #100 Dallas TX 75212, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5f775a9345a0c06215737062,,1
163,Stesti Brewing,"1328 FM2915 Lovelady TX 75851, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fcfbec1d2be75037a6cc366,,1
164,SUDS MONKEY BREWING,"12024 US Hwy 290 Austin TX 78737, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/60999d7be5d82a464f3ba2a4,,1
165,Tall City Brewing Co.,"3303 W Golf Course Rd Midland TX 79703, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952669c86f7de94967be,,1
166,Texas Ale Project,"1001 N Riverfront Blvd Dallas TX 75207, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fab0057148b337efe6724dd,,1
167,Texas Beer Company,"201 N. Main Street Taylor TX 76574, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952769c86f7de94967e1,,1
168,Texas Cannon Brewing Company,"307 4th Street Blanco TX 78606, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952769c86f7de9496803,,1
169,Texas Leaguer Brewing,"13503 Pike Rd Missouri City TX 77489, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fd3e8a2705be3314129712a,,1
170,The ABGB,"1305 West Oltorf St, Suite 200 Austin TX 78704, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5f775a9445a0c06215737073,,1
171,The Brewery LBK,"1204 Broadway Lubbock TX 79401, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/603e8848a8c2d81b7345dac6,,1
172,The Brewtorium,"6015 Dillard Circle, Suite A Austin TX 78752, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952569c86f7de9496785,,1
173,Toppled Turtle Brewing Company,"102 E 7th Street Dumas TX 79029, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952869c86f7de9496814,,1
174,Trinity Forest Brewing Company,"2825 Oak Lawn Ave, #191521 Dallas TX 75219, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952669c86f7de94967b7,,1
175,True Anomaly Brewing Company,"2012 Dallas St Houston TX 77003, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952569c86f7de9496793,,1
176,True Vine Brewing Company,"2453 Earl Campbell Parkway Tyler TX 75701, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fd3e2ebaed3903c6d346878,,1
177,TUPPS Brewery,"721 Anderson St. McKinney TX 75069, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952669c86f7de94967c9,,1
178,Twin Peaks Brewing Company,"1500 Market Place Blvd. Irving TX 75063, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952769c86f7de94967e2,,1
179,Two Docs Brewing Co.,"502 Texas Ave Lubbock TX 79401, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/609d51a287372f303158209a,,1
180,Urban South Brewery,"1201 Oliver St. Houston TX 77007, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952869c86f7de949682d,,1
181,Vacancy Brewing,"415 E St Elmo Rd 1-D2 Austin TX 78745, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/607f4e3d0e7da20d732f2621,,1
182,Vallensons Brewing Company,"4081 Rice Drier Road Pearland TX 77581, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952469c86f7de9496779,,1
183,Vector Brewing,"9850 Walnut Hill Ln. Dallas TX 75238, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952869c86f7de9496828,,1
184,Vista Brewing,"13551 FM 150 Driftwood TX 78619, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952569c86f7de9496798,,1
185,Walking Beam Brewing Co,"1019 Halsell Street Bridgeport TX 76426, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952669c86f7de94967b9,,1
186,Weathered Souls Brewing Company,"4744 Center Park blvd San Antonio TX 78218, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5f775a9445a0c06215737079,,1
187,Westlake Brewing Company,"2816 Commerce Street Dallas TX 75226, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5f775a9345a0c0621573705d,,1
188,White Rock Alehouse & Brewery,"7331 Gaston Ave, Suite 100 Dallas TX 75214, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952469c86f7de9496777,,1
189,Whitestone Brewery,"601 E. Whitestone Blvd., Building 5, Suite 500 Cedar Park TX 78613, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952669c86f7de94967ba,,1
190,Whole Foods Market Brewing Company,"1700 Post Oak Blvd suit 100 Houston TX 77056, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5f775a9345a0c06215737067,,1
191,Wichita Falls Brewing Company,701 Indiana Ave Wichita Falls Texas 76308,https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952669c86f7de94967bb,,1
192,Wild Acre Brewing Company,"1734 E. El Paso Street, Ste.190 Fort Worth TX 76102, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952669c86f7de94967c3,,1
193,Wild Bunch Brewing Company,"1764 Taylorsville Rd Red Rock TX 78662, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5f775a9445a0c0621573707f,,1
194,Willard’s Brewery,2400 Patterson Industrial Dr Austin Texas 78660,https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5f775a9445a0c06215737077,,1
195,Windmills Brewing Co,"5755 Grandscape Blvd The Colony TX 75056, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952769c86f7de9496806,,1
196,Zilker Brewing Company,"1701 E 6th St Austin TX 78702, US",https://texascraftbrewersguild.org/directory-brewery-members/#!biz/id/5fba952669c86f7de94967d4,,1
